"","X","id","pname","gender","fname","canonical_fname","oname","born_on_year","begin_on_year","begin_on_month","begin_on_day","end_on_year","end_on_month","end_on_day","nationality"
"710",10697,9182,"Norah Blanche Davies",1,"Shorthand Typist","Second Division","Pool",1906,1935,4,15,1943,1,7,"British"
"711",10698,8767,"Marianne Goldschild",1,"Verbatim Reporter","Second Division","Précis-Writing Department",1895,1926,5,11,1940,1,31,"French"
"712",10699,8767,"Marianne Goldschild",1,"Verbatim Reporter","Second Division","Précis-Writing Department",1895,1946,4,4,1946,4,18,"French"
"713",10700,9182,"Norah Blanche Davies",1,"Shorthand Typist","Second Division","Pool",1906,1943,1,7,1946,7,31,"British"
"714",10701,11400,"Olive Lilian Harrington",1,"Stenographer","Second Division","Pool",1896,1926,9,2,1926,9,25,"British"
"715",10702,11580,"Oswald George Hunter",0,"Verbatim Reporter","Second Division","Pool",1890,1930,9,10,1930,10,4,"British"
"716",10703,11284,"Patricia Longley",1,"Interpreter","First Division","Pool",NA,1946,4,5,1946,4,18,"British"
"717",10704,9103,"Ruth Eunice Mildred Edwards",1,"Shorthand Typist","Second Division","Pool",1890,1920,11,7,1922,3,NA,"British"
"718",10705,8769,"Edouard Gollion",0,"Draughtsman","Third Division","League of Nations",1904,1935,3,1,1935,10,31,"Swiss"
"719",10706,9103,"Ruth Eunice Mildred Edwards",1,"Shorthand Typist","Second Division","Pool",1890,1924,9,1,1924,10,2,"British"
"720",10708,8772,"Eva Gommes née Neill",1,"Copyist","Second Division","Duplicating & Multigraph Service",1908,1931,6,1,1935,2,10,"British"
"721",10709,9103,"Ruth Eunice Mildred Edwards",1,"Shorthand Typist","Second Division","Pool",1890,1926,2,22,1927,9,27,"British"
"722",10710,9103,"Ruth Eunice Mildred Edwards",1,"Shorthand Typist","Second Division","Pool",1890,1928,5,14,1928,9,23,"British"
"723",10711,8774,"Eugène Gonthier",0,"Office Keeper","Third Division","Auxiliary Staff",1881,1926,8,30,1927,12,31,"Swiss"
"724",10712,8775,"Jeanne Gonthier",1,"Messenger","Second Division","Duplicating & Multigraph Service",1908,1927,5,4,1927,5,28,"Swiss"
"725",10713,8776,"Marthe Gonthier",1,"Messenger","Second Division","Duplicating & Multigraph Service",1907,1927,5,4,1927,5,28,"Swiss"
"726",10714,8777,"Edward Brerston Goodacre",0,"Précis Writer","First Division","Précis-Writing Department",1901,1931,5,27,1931,9,27,"British"
"727",10715,8777,"Edward Brerston Goodacre",0,"Précis Writer","First Division","Précis-Writing Department",1901,1938,7,4,1939,9,30,"British"
"728",10716,8777,"Edward Brerston Goodacre",0,"Précis Writer","First Division","Précis-Writing Department",1901,1946,4,7,1946,4,18,"British"
"729",10717,9103,"Ruth Eunice Mildred Edwards",1,"Shorthand Typist","Second Division","Pool",1890,1929,4,8,1930,10,5,"British"
"730",10718,9103,"Ruth Eunice Mildred Edwards",1,"Shorthand Typist","Second Division","Pool",1890,1931,6,8,1931,9,27,"British"
"731",10719,9103,"Ruth Eunice Mildred Edwards",1,"Shorthand Typist","Second Division","Pool",1890,1932,2,2,1932,11,30,"British"
"732",10720,8781,"Heron Charles Goodhart",0,"Translator","First Division","Translation",1877,1925,4,20,1925,7,25,"British"
"733",10721,9103,"Ruth Eunice Mildred Edwards",1,"Shorthand Typist","Second Division","Pool",1890,1933,9,25,1933,10,11,"British"
"734",10722,9103,"Ruth Eunice Mildred Edwards",1,"Shorthand Typist","Second Division","Pool",1890,1934,9,3,1934,9,27,"British"
"735",10723,9103,"Ruth Eunice Mildred Edwards",1,"Shorthand Typist","Second Division","Pool",1890,1935,9,9,1935,9,28,"British"
"736",10724,11276,"Sidney Lock",0,"Typist","Second Division","Pool",NA,1921,9,3,1921,10,2,"British"
"737",10725,10801,"Emily Duncan Johnston",1,"Shorthand Typist","Second Division","Secretary-General's Office",1895,1930,6,10,1933,7,1,"British"
"738",10727,10801,"Emily Duncan Johnston",1,"Shorthand Typist","Second Division","Under Secretaries-Generals' in charge of Political Section Office",1895,1933,7,1,1947,4,8,"British"
"739",10728,11276,"Sidney Lock",0,"Typist","Second Division","Pool",NA,1922,9,4,1922,10,6,"British"
"740",10729,11276,"Sidney Lock",0,"Typist","Second Division","Pool",NA,1923,9,5,1923,9,29,"British"
"741",10730,8787,"Charles Gos",0,"Concordeur","Second Division","Printing & Publishing Department",1885,1932,2,2,1932,2,6,"Swiss"
"742",10731,8788,"Charles Gossweiler",0,"Messenger","Second Division","Auxiliary Staff",1913,1936,9,14,1936,10,10,"Swiss"
"743",10732,8788,"Charles Gossweiler",0,"Messenger","Second Division","Auxiliary Staff",1913,1936,12,10,1936,12,17,"Swiss"
"744",10733,9754,"St Clair Knight",1,"Copyist","Second Division","Pool",1899,1924,7,2,1924,8,16,"British"
"745",10734,11460,"Sybil Hescott",1,"Shorthand Typist","Second Division","Pool",1898,1926,6,25,1926,7,15,"British"
"746",10735,11403,"Ursula Harris",1,"Stenographer","Second Division","Pool",1900,1926,4,26,1926,5,31,"British"
"747",10736,9237,"Vera Campbell",1,"Translator","First Division","General Assemblies Staff",NA,1921,NA,NA,1921,NA,NA,"British"
"748",10738,8791,"Edouard  Gougler",0,"Messenger","Second Division","Distribution of Documents",1899,1930,9,8,1930,10,5,"Swiss"
"749",10739,8791,"Edouard  Gougler",0,"Messenger","Second Division","Distribution of Documents",1899,1931,9,7,1931,9,29,"Swiss"
"750",10740,8791,"Edouard  Gougler",0,"Messenger","Second Division","Distribution of Documents",1899,1932,2,1,1932,10,16,"Swiss"
"751",10742,11191,"Violet Napier Bell",1,"Shorthand Typist","Second Division","Pool",1881,1920,11,15,1920,12,18,"British"
"752",10743,8794,"Sybil Goulding",1,"Assistant","Second Division","Registry",NA,1919,9,4,1919,12,19,"British"
"753",10744,8795,"Gaston Goumaz",0,"Driver","Third Division","Auxiliary Staff",1911,1930,9,10,1930,9,18,"Swiss"
"754",10745,8796,"Marie-Lina Goumaz-Bourquin",1,"Cleaner","Third Division","Auxiliary Staff",1880,1929,3,7,1929,3,9,"Swiss"
"755",10746,10847,"Gladys Muriel Jones",1,"Shorthand Typist","Second Division","Economic and Financial Section",1903,1929,1,7,1930,9,27,"British"
"756",10747,11191,"Violet Napier Bell",1,"Shorthand Typist","Second Division","Pool",1881,1921,9,5,1921,10,5,"British"
"757",10748,8798,"Felix Auguste Goy",0,"Cleaner","Third Division","Auxiliary Staff",1901,1932,2,5,1932,6,20,"Swiss"
"758",10749,8799,"Jules  Goy",0,"Office Keeper","Third Division","Internal Administration",1906,1931,6,1,1939,8,29,"Swiss"
"759",10750,8800,"Maurice Goy",0,"Clerk","Second Division","Economic and Financial Section",1908,1946,7,8,1946,7,31,"French"
"760",10751,8800,"Maurice Goy",0,"Office Keeper","Third Division","Internal Administration",1908,1936,2,24,1939,9,6,"French"
"761",10752,8801,"Ernest Fernand Gozzelino",0,"Messenger","Second Division","Auxiliary Staff",1913,1936,2,3,1939,11,15,"Swiss"
"762",10753,8802,"Fernand Gozzi",0,"Messenger","Second Division","Auxiliary Staff",1907,1927,4,11,1927,11,15,"Swiss"
"763",10754,8802,"Fernand Gozzi",0,"Messenger","Second Division","Auxiliary Staff",1907,1930,3,10,1930,7,1,"Swiss"
"764",10755,8803,"Rodolphe  Gozzi",0,"Messenger","Second Division","Auxiliary Staff",1908,1929,1,2,1929,4,24,"Swiss"
"765",10756,11191,"Violet Napier Bell",1,"Shorthand Typist","Second Division","Pool",1881,1922,9,4,1922,9,30,"British"
"766",10757,11191,"Violet Napier Bell",1,"Shorthand Typist","Second Division","Pool",1881,1923,9,3,1923,9,29,"British"
"767",10758,11191,"Violet Napier Bell",1,"Shorthand Typist","Second Division","Pool",1881,1924,9,1,1924,10,2,"British"
"768",10759,11191,"Violet Napier Bell",1,"Shorthand Typist","Second Division","Pool",1881,1925,9,7,1925,9,26,"British"
"769",10760,11191,"Violet Napier Bell",1,"Shorthand Typist","Second Division","Pool",1881,1926,9,6,1926,9,25,"British"
"770",10761,11191,"Violet Napier Bell",1,"Shorthand Typist","Second Division","Pool",1881,1927,9,5,1927,9,27,"British"
"771",10762,8804,"Georges Graf",0,"Messenger","Second Division","Economic Conference",1876,1927,4,29,NA,NA,NA,"Swiss"
"772",10763,8804,"Georges Graf",0,"Messenger","Second Division","Economic Conference",1876,1927,8,18,1927,9,29,"Swiss"
"773",10764,8804,"Georges Graf",0,"Messenger","Second Division","Economic Conference",1876,1928,8,27,1928,9,29,"Swiss"
"774",10765,11191,"Violet Napier Bell",1,"Shorthand Typist","Second Division","Pool",1881,1928,9,3,1928,9,26,"British"
"775",10766,11191,"Violet Napier Bell",1,"Shorthand Typist","Second Division","Pool",1881,1929,9,2,1929,9,25,"British"
"776",10767,11191,"Violet Napier Bell",1,"Shorthand Typist","Second Division","Pool",1881,1930,9,10,1930,10,4,"British"
"777",10768,11191,"Violet Napier Bell",1,"Shorthand Typist","Second Division","Pool",1881,1931,9,7,1931,9,28,"British"
"778",10769,11504,"Winifred Beatrice Hine",1,"Copyist","Second Division","Pool",1901,1946,4,6,1946,4,18,"British"
"779",10772,8812,"Captain Jean-Baptist Charles Grandiere",0,"Secretary","First Division","Disarmament Section",1888,1930,2,24,1931,7,5,"French"
"780",10773,9194,"Winifred Davies",1,"Shorthand Typist","Second Division","Pool",NA,1921,3,5,NA,NA,NA,"British"
"781",10774,8814,"Henri Grandjean",0,"Clerk","Second Division","Information Section",1903,1925,6,8,1940,8,31,"Swiss"
"782",10775,8814,"Henri Grandjean",0,"Clerk","Second Division","Information Section",1903,1946,4,5,1946,4,18,"Swiss"
"783",10776,8815,"Marguerite Alice Grandjean-Dubuis",1,"Sorter","Third Division","Duplicating & Multigraph Service",1909,1937,9,13,1937,10,6,"Swiss"
"784",10777,8816,"Antoine Grandouillet",0,"Clerk","Second Division","Distribution of Documents",1903,1935,9,9,1939,1,31,"Swiss"
"785",10778,8817,"Jean de Granvillier",0,"Liaison Officer","First Division","Information Section",NA,1920,11,1,1923,10,1,"French"
"786",10780,9249,"Winifred Marjorie Candelent",1,"Shorthand Typist","Second Division","Pool",1901,1930,3,10,1931,9,28,"British"
"787",10781,5242,"Norman Veitch Lothian",0,"Field Epidemiologist","First Division","Health Section",1889,1923,5,16,1925,5,21,"British"
"788",10782,8821,"Clémentine Gratpain",1,"Telephonist","Third Division","Paris Office",1879,1934,11,6,1934,11,17,"French"
"789",10783,8822,"Henri Grau",0,"Cleaner","Third Division","Auxiliary Staff",1897,1937,11,1,1938,5,28,"Swiss"
"790",10785,8824,"Ernest John Graves",0,"Proof-Reader","Second Division","Printing & Publishing Department",1897,1931,9,7,1931,9,28,"British"
"791",10786,8825,"Hilary Joyce Gray",1,"Stenographer","Second Division","Communications and Transit Section",1902,1921,2,1,1921,4,29,"British"
"792",10788,8827,"Gray",1,"Secretary","First Division","Information Section",NA,1923,2,1,1023,9,10,"British"
"793",10790,8829,"Walter Charles Greenaway",0,"Messenger","Second Division","London Office",1915,1931,7,9,1931,10,3,"British"
"794",10791,8830,"Berthe Edith Greiler",1,"Copyist","Second Division","Duplicating & Multigraph Service",1905,1936,9,21,1936,10,10,"Swiss"
"795",10792,8831,"Louise Gremion",1,"Cleaner","Third Division","Auxiliary Staff",NA,1946,4,5,1946,4,16,"Swiss"
"796",10797,8833,"Hermann Grieder",0,"Plumber","Third Division","Auxiliary Staff",1908,1937,6,1,1938,3,23,"Swiss"
"797",10801,8836,"John Posomby Griffin",0,"Translator","First Division","Translation",1909,1936,9,21,1941,1,31,"British"
"798",10802,8836,"John Posomby Griffin",0,"Translator","First Division","Translation",1909,1946,4,7,1946,4,18,"British"
"799",10804,8838,"Elsie Bransom Griffiths",1,"Copyist","Second Division","Duplicating & Multigraph Service",1901,1926,2,15,1932,7,23,"British"
"800",10806,8840,"Rose  Grillon",1,"Polycopist","Second Division","Duplicating & Multigraph Service",1906,1927,5,4,1927,5,28,"French"
"801",10807,8840,"Rose  Grillon",1,"Polycopist","Second Division","Duplicating & Multigraph Service",1906,1927,9,5,1927,9,27,"French"
"802",10808,8840,"Rose  Grillon",1,"Polycopist","Second Division","Duplicating & Multigraph Service",1906,1928,3,5,1928,3,24,"French"
"803",10809,8841,"Alfred Grimm",0,"Office Keeper","Third Division","Internal Administration",1904,1936,9,21,1936,10,10,"Swiss"
"804",10810,8841,"Alfred Grimm",0,"Office Keeper","Third Division","Internal Administration",1904,1936,12,10,1936,12,17,"Swiss"
"805",10811,8841,"Alfred Grimm",0,"Office Keeper","Third Division","Internal Administration",1904,1937,1,21,1937,1,27,"Swiss"
"806",10813,8843,"Jane Emily Grimston",0,"Translator","First Division","Translation",1883,1926,10,15,1926,11,25,"British"
"807",10814,8843,"Jane Emily Grimston",0,"Translator","First Division","Translation",1883,1927,8,29,1927,9,29,"British"
"808",10815,8843,"Jane Emily Grimston",0,"Translator","First Division","Translation",1883,1928,5,17,1928,6,8,"British"
"809",10816,8843,"Jane Emily Grimston",0,"Translator","First Division","Translation",1883,1928,9,3,1929,1,26,"British"
"810",10817,8844,"George Martin Grisé",0,"Messenger","Second Division","Auxiliary Staff",1910,1930,9,8,1930,10,4,"Swiss"
"811",10818,8845,"Phyllis Joan Grisé",1,"Copyholder","Second Division","Printing & Publishing Department",1912,1930,9,16,1930,10,4,"Swiss"
"812",10819,4988,"Dr. Aristides Aquirre Sayago",0,"Member of Section","First Division","Health Section",1882,1925,7,24,1926,8,31,"South American"
"813",10823,8847,"Elie Jules Antoine Grivel",0,"Cleaner","Third Division","Auxiliary Staff",1902,1935,10,15,1940,5,11,"Swiss"
"814",10828,8852,"Marcel Grivel",0,"Messenger","Second Division","Auxiliary Staff",1903,1927,5,4,1927,10,8,"Swiss"
"815",10829,8852,"Marcel Grivel",0,"Messenger","Second Division","Auxiliary Staff",1903,1928,7,2,1928,7,4,"Swiss"
"816",10830,8853,"Maurice Grivel",0,"Chief of Section","First Division","League of Nations",NA,1935,9,17,1938,4,30,"Swiss"
"817",10831,8854,"Henri Grobet",0,"Motorcyclist","Third Division","Auxiliary Staff",1896,1932,2,8,1932,3,7,"Swiss"
"818",10832,8855,"André Grobety",0,"Gardener","Third Division","Auxiliary Staff",1906,1937,5,1,1946,7,31,"Swiss"
"819",10833,8856,"Marguerite Grodwohl",1,"Messenger","Second Division","Duplicating & Multigraph Service",1906,1921,9,17,1933,4,24,"Swiss"
"820",10834,8856,"Marguerite Grodwohl",1,"Sorter","Third Division","Duplicating & Multigraph Service",1906,1933,4,25,1937,10,9,"Swiss"
"821",10838,8859,"James Grosclaude",0,"Cleaner","Third Division","Auxiliary Staff",1899,1946,3,4,1946,4,6,"Swiss"
"822",10839,8860,"Claude Grosgurin",0,"Assistant","Second Division","Internal Administration",1912,1936,9,21,1936,10,10,"Swiss"
"823",10840,11087,"Dorrit Ree",1,"Clerk","Clerk","Health Section",1898,1927,3,12,1927,12,7,"Scandinavian"
"824",10841,8862,"Charles Grouse",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1888,1931,9,14,1931,9,27,"British"
"825",10842,8863,"Ernest Groux",0,"Driver","Third Division","Disarmement Conference",1885,1930,11,6,1930,12,17,"Swiss"
"826",10843,8864,"Maurice  Gruner",0,"Draughtsman","Third Division","League of Nations",1915,1938,5,16,1938,5,17,"Swiss"
"827",10844,8865,"Theophile Gschwind",0,"Cleaner","Third Division","Auxiliary Staff",NA,1920,11,1,NA,NA,NA,"Swiss"
"828",10845,5204,"Dr. Knud Stouman",0,"Member of Section","First Division","Health Section",1889,1921,9,1,1930,6,30,"Scandinavian"
"829",10846,8867,"Paul Guerie",0,"Verbatim Reporter","Second Division","Counsel",1883,1921,9,18,1921,10,13,"French"
"830",10847,8867,"Paul Guerie",0,"Verbatim Reporter","Second Division","Counsel",1883,1922,7,1,NA,NA,NA,"French"
"831",10848,8867,"Paul Guerie",0,"Verbatim Reporter","Second Division","Conference on Communications and Transit",1883,1923,11,15,1923,12,9,"French"
"832",10849,10867,"Gabrielle Juncker-Rohde",1,"Assistant","Second Division","Health Section",1904,1928,1,16,1939,7,1,"Scandinavian"
"833",10850,8868,"Georges Guerin",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1873,1921,8,28,1921,9,17,"French"
"834",10851,8868,"Georges Guerin",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1873,1922,5,11,NA,NA,NA,"French"
"835",10852,8868,"Georges Guerin",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1873,1922,9,9,1922,9,23,"French"
"836",10853,8868,"Georges Guerin",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1873,1923,9,16,NA,NA,NA,"French"
"837",10854,8868,"Georges Guerin",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1873,1924,9,13,NA,NA,NA,"French"
"838",10855,8868,"Georges Guerin",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1873,1925,9,19,NA,NA,NA,"French"
"839",10856,8868,"Georges Guerin",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1873,1926,3,8,NA,NA,NA,"French"
"840",10857,8868,"Georges Guerin",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1873,1926,9,6,1926,10,27,"French"
"841",10858,8868,"Georges Guerin",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1873,1927,9,5,1927,9,27,"French"
"842",10859,8868,"Georges Guerin",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1873,1928,9,3,1928,9,26,"French"
"843",10860,8868,"Georges Guerin",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1873,1929,4,9,1929,4,20,"French"
"844",10861,8868,"Georges Guerin",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1873,1929,9,2,1929,9,25,"French"
"845",10862,8868,"Georges Guerin",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1873,1930,9,8,1930,10,4,"French"
"846",10863,8868,"Georges Guerin",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1873,1931,9,3,1931,9,29,"French"
"847",10865,8870,"Charles Guglielmetti",0,"Office Keeper","Third Division","Auxiliary Staff",1900,1936,2,24,1940,5,11,"Swiss"
"848",10866,8871,"Germaine  Guibentif-Privat",1,"Assistant","Second Division","Précis-Writing Department",1895,1921,9,3,NA,NA,NA,"Swiss"
"849",10867,8871,"Germaine  Guibentif-Privat",1,"Assistant","Second Division","Précis-Writing Department",1895,1922,9,1,NA,NA,NA,"Swiss"
"850",10868,8871,"Germaine  Guibentif-Privat",1,"Assistant","Second Division","Précis-Writing Department",1895,1923,8,31,1923,9,31,"Swiss"
"851",10869,8871,"Germaine  Guibentif-Privat",1,"Assistant","Second Division","Précis-Writing Department",1895,1924,9,1,NA,NA,NA,"Swiss"
"852",10870,10867,"Gabrielle Juncker-Rohde",1,"Member","Member","Health Section",1904,1939,7,1,1945,5,31,"Scandinavian"
"853",10871,8873,"Jean-Pierre Guignard",0,"Messenger","Second Division","Auxiliary Staff",1923,1946,4,5,1946,4,15,"Swiss"
"854",10872,8874,"Emile Guignet",0,"Cleaner","Third Division","Auxiliary Staff",1894,1926,8,30,1939,3,16,"Swiss"
"855",10873,10828,"Signe Johanne Andersen",1,"Shorthand Typist","Second Division","Pool",1898,1922,7,6,1922,11,14,"Scandinavian"
"856",10877,8765,"A. J. Goldberry",0,"Translator","First Division","General Assemblies Staff",NA,NA,NA,NA,NA,NA,NA,"British"
